product_id,price
1376663607,5.4036775
1376642768,180.06212
1377486198,465.24622
1367752707,464.75693
1374801839,528.3596
1377371174,235.33618
1377330360,382.0138
1373615024,21.041872
1373281535,733.18713
1372362427,317.75443
1371859579,176.02162
1374408261,116.691734
1370647576,251.32281
1374216136,256.59332
1370598849,368.94113
1374351599,149.88293
1368388433,199.17833
1367607769,165.27495
1376910755,208.36407
1376428290,263.27283
1371094621,247.41423
1374936625,438.2481
1376113462,283.92065
1373266887,268.68774
1374578931,280.3132
1368839247,87.3267
1370391713,138.85492
1376177153,267.89368
1368921658,314.86044
1369848761,235.4737
1370451434,226.48862
1373960858,169.72348
1368642237,177.00027
1368432387,163.71788
1376776252,197.21115
1373163109,169.65251
1366765972,85.44822
1371224553,41.087715
1367685314,53.877953
1372734389,25.838991
1375102344,58.582294
1367496208,10.152403
1373618594,226.46225
1374420865,222.14294
1371285650,72.100716
1371030252,93.86591
1369082841,151.6497
1371319841,137.04134
1374376996,107.8821
1368504739,106.066635
1372837078,171.46292
1369230078,179.6673
1373818220,200.09486
1369478686,124.349365
1371642724,123.44982
1377888304,163.45757
1371618641,156.4541
1377879985,147.46689
1373417319,153.54869
1377608611,171.44951
1375427102,205.34683
1376134037,187.91203
1374638961,238.46411
1369083070,176.9094
1376407764,119.62108
1367956795,4.2087836
1371500135,114.72833
1375667897,164.01883
1371324908,145.1769
1372406413,228.69281
1369806240,149.48445
1373185338,150.45433
1373618674,321.826
1373887450,83.90084
1376999827,131.32683
1377404936,136.77948
1369957230,99.47348
1377407449,302.14667
1370848597,169.74374
1370263850,326.5775
1373591641,320.63458
1371841397,145.25233
1377482002,155.07518
1374191103,157.7623
1369561888,215.68344
1370179702,123.968666
1371394919,215.91946
1373044830,95.365166
1370837689,170.7831
1377059251,193.99205
1377131704,368.94962
1369955936,254.79062
1367008518,369.34302
1372802308,381.4453
1373419961,113.04202
1369509296,291.10074
1375497586,285.1732
1368615896,313.87006
1377413477,273.4807
1375402115,512.31714
1370667696,255.78833
1368007916,255.99031
1372717600,237.29044
1376797928,256.3392
1371296491,345.30936
1376024209,112.469765
1373072950,341.7925
1368231717,274.65054
1375314514,352.62567
1366826443,182.85109
1369378016,233.00395
1371768281,240.35837
1374222055,408.96304
1376294973,330.7276
1369886875,204.04193
1367433056,318.79105
1367354146,853.4543
1377858971,267.55255
1370588546,214.77077
1375649479,333.57242
1372964026,168.9311
1374767200,235.6552
1376079954,194.85867
1368071389,192.3253
1370219551,465.36273
1377234779,187.20471
1375581359,135.4415
1372202718,211.15971
1374753335,162.25331
1377864782,82.65794
1369462998,103.19693
1373019201,227.84435
1372285204,223.93448
1369829289,153.66216
1368634578,114.23665
1368956814,83.30733
1372583383,43.388893
1369897117,336.93484
1377816221,94.43155
1377595923,113.33578
1367465027,193.15851
1372368316,33.387684
1373839731,60.482258
1371551401,136.72462
1372251120,1.0630219
1368325901,76.51744
1376770529,29.91845
1370561797,90.76276
1375093707,165.3487
1377906834,61.528324
1376377822,37.4595
1369542045,79.6466
1367450368,76.8633
1376142451,94.948746
1369843495,29.964682
1374247709,157.39993
1375685370,186.46255
1377853333,66.6181
1375513326,97.156265
1369090119,163.12712
1368638815,116.42698
1377666155,246.87502
1367650832,245.18729
1371312813,181.34703
1376063004,153.2603
1369740179,194.30359
1373881100,186.55948
1374307895,240.6859
1377327042,158.21724
1375063783,179.02284
1370044584,212.02716
1368197105,159.81445
1372898115,164.53267
1369450808,320.0647
1371135763,44.032425
1370150938,154.66765
1375027772,118.67001
1377089373,68.23572
1367233169,102.13455
1366598923,208.74529
1367680409,222.16806
1372128251,200.97571
1367984779,103.62166
1369584076,289.80923
1374914634,279.59726
1376123918,234.4112
1375203727,242.4246
1374397200,176.93816
1375754553,240.48949
1371790556,372.1843
1374203243,349.2098
1371396785,326.91803
1373231939,155.48131
1376195909,205.1005
1373364677,150.42192
1375541795,359.19785
1372310387,402.82855
1372135118,320.55728
1373587646,408.3128
1367834787,274.09552
1372823216,159.954
1376415415,133.40651
1367598993,378.3761
1368991037,548.9416
1369090835,422.54886
1368254450,447.7061
1376535216,320.41977
1375827371,206.68616
1375198880,227.08525
1377143846,152.29181
1370741667,279.09384
1375989997,228.33461
1369734858,145.24745
1376507591,343.5282
1369882587,135.60437
1377698727,146.02625
1369369157,181.92468
1374846989,173.51324
1376219552,165.44185
1377318284,195.13652
1377428588,129.25262
1369712919,208.75209
1372811706,161.93135
1367021492,387.06232
1366757037,250.74895
1373766124,354.47385
1372624295,312.67093
1377121007,162.98631
1377941879,133.55528
1366576866,88.27923
1374268000,272.44412
1373882514,298.4391
1370873002,272.96045
1372561778,144.87268
1375589443,314.76816
1375337815,210.86937
1374359469,157.91423
1374498308,198.0319
1375638800,210.31505
1369459628,414.00922
1368774145,113.94173
1366929506,170.15451
1367585030,394.67236
1372434544,167.09036
1369202621,190.96925
1375166553,106.236015
1371915279,347.45563
1373498093,80.117355
1373161324,225.43355
1371598182,143.08511
1377359153,189.91689
1374241409,184.47621
1370121196,285.0575
1372999898,112.76074
1370125862,196.08989
1370708330,171.19266
1369676215,124.02123
1372391447,125.14811
1377477464,194.54382
1367094062,94.134995
1372683759,126.480125
1371517118,141.6155
1373099852,154.93161
1371016909,402.51825
1372479335,93.9108
1371223254,81.749596
1376441473,78.223465
1373692788,75.064026
1375626044,67.97786
1373508515,71.155525
1374718954,139.24747
1372378033,242.49867
1369113111,118.65746
1368795924,162.44414
1376390766,120.377716
1367977472,108.87923
1370844330,205.36415
1367494912,91.2354
1367109220,114.552376
1377712580,218.47864
1373625033,58.38474
1374900101,37.01078
1372073308,112.06399
1369447549,46.28668
1371001514,49.37181
1369458539,133.3413
1377719634,86.59667
1370353223,156.98566
1368570962,92.34716
1373591480,97.93371
1377881193,80.54294
1368524468,89.861206
1367616471,47.04981
1366567221,101.43507
1366629207,134.49918
1374645582,108.76145
1371266362,193.135
1366561647,99.781334
1368521817,156.36328
1374887380,139.77953
1367010200,107.86404
1370579455,125.78885
1370537513,76.12566
1374383732,70.43026
1367385221,90.99443
1368670599,94.592316
1372161716,338.6526
1369703889,182.52464
1376655516,742.1568
1369520839,298.37827
1369323762,197.68617
1368494126,2233.802
1372413118,213.9685
1372598065,109.80393
1376279237,209.8605
1372130343,117.53802
1368708567,90.54677
1367352402,38.300293
1368772905,141.52168
1374994308,35.93915
1375799802,18.781265
1367360800,209.91269
1369424121,8.471828
1377452457,66.080635
1371964914,60.751244
1376435498,46.784
1374609497,113.6825
1369655722,71.3261
1377167320,44.42313
1371853447,88.84916
1375344521,92.3294
1377542567,70.86383
1372614387,66.65013
1370811068,17.006603
